"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"CrossBorder Ozon SKU";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Категория комиссии";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Рыночная цена, ₽";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"'КАПС СКИН-КАП крем 50г";"841475467";"1393371355";"1393371355";"0";"8437023560006";"СКИН-КАП Крем 50г";"'100";"СКИН-КАП";"Продается";"Показывается";;"Показывается";;"2024-01-18 22:12:43";"Красота и здоровье";"'0.26";"'0.1";"53";"0";"0";"0";"0";"0";"3000.00";"3254.00";;;;"0%"
"'КАПС Жидкий пластырь 30мл";"841475472";"1393927192";"1393927192";"0";"4812020001693";"Жидкий пластырь спрей 30мл";"'100";"MINTOROL";"Продается";"Показывается";;"Показывается";;"2024-01-18 22:12:55";"Аптека";"'0.22";"'0.1";"61";"0";"3";"0";"0";"0";"580.00";"700.00";;;;"0%"
"'НЕТ ДРЖК Дрожжи Спиртовые СУШ 100г";"841475476";"1393761463";"1393761463";"0";"4810454004839";"Дрожжи спиртовые сушеные 100г";"'100";"Дрожжевой комбинат";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:00";"Продукты питания";"'0.12";"'0.1";"0";"0";"0";"0";"0";"0";"140.00";"165.00";;;;"0%"
"'НЕТ ДРЖК Дрожжи Винные СУШ 250г";"841475478";"1393371710";"1393371710";"0";"4810454005133";"Дрожжи винные сушеные 250г";"'100";"Дрожжевой комбинат";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:00";"Продукты питания";"'0.19";"'0.3";"0";"0";"0";"0";"0";"0";"290.00";"342.00";;;;"0%"
"'НЕТ ДРЖК Дрожжи Винные СУШ 100г";"841475479";"1393371658";"1393371658";"0";"4810454004570";"Дрожжи винные сушеные 100г";"'100";"Дрожжевой комбинат";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:00";"Продукты питания";"'0.12";"'0.1";"0";"0";"0";"0";"0";"0";"190.00";"224.00";;;;"0%"
"'НЕТ ДРЖК Дрожжи Спиртовые СУШ 500г";"841475488";"1393371721";"1393371721";"0";"4810454002347";"Дрожжи спиртовые сушеные 500г";"'100";"Дрожжевой комбинат";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:03";"Продукты питания";"'0.35";"'0.5";"0";"0";"0";"0";"0";"0";"290.00";"342.00";;;;"0%"
"'НЕТ ДРЖК Дрожжи Спиртовые СУШ 250г";"841475499";"1393371705";"1393371705";"0";"4810454002217";"Дрожжи спиртовые сушеные 250г";"'100";"Дрожжевой комбинат";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:03";"Продукты питания";"'0.19";"'0.3";"0";"0";"0";"0";"0";"0";"222.00";"262.00";;;;"0%"
"'КАПС СКИН-КАП пенка 100мл";"841475846";"1393370198";"1393370198";"0";"8470000036613";"СКИН-КАП Пенка 100мл";"'100";"СКИН-КАП";"Продается";"Показывается";;"Показывается";;"2024-01-18 22:13:28";"Красота и здоровье";"'0.54";"'0.2";"22";"0";"1";"0";"0";"0";"3999.00";"5000.00";;;;"0%"
"'ТАПО Чистодым 0.5кг";"841475850";"1393370219";"1393370219";"0";"4811723000026";"Очиститель дымохода Чистодым 0.5кг";"'100";"ТАПО";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:33";"Бытовая химия";"'1.09";"'0.5";"0";"0";"0";"0";"0";"0";"670.00";"750.00";;;;"0%"
"'ТАПО Чистодым 1кг";"841475852";"1393370215";"1393370215";"0";"4811723000019";"Очиститель дымохода Чистодым 1кг";"'100";"ТАПО";"Продается";"Показывается";;"Показывается";;"2024-01-18 22:13:35";"Бытовая химия";"'2.02";"'1.1";"130";"0";"0";"0";"0";"0";"1099.00";"1500.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS MIX 0.06KG-4";"841475853";"1393371709";"1393371709";"0";"OZN1393371709";"Лакомство для попугаев Хрустящие палочки НАБОР 4 ВКУСА Versele Laga Prestige Sticks 4уп 2х30г 240г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:35";"Зоокорма и товары для фермерского хозяйства";"'2.52";"'0.5";"0";"0";"0";"0";"0";"0";"1824.00";"2152.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE SEPIA 0.08KG-1";"841475854";"1393370209";"1393370209";"0";"5410340513385";"Сепия для попугаев (Панцирь каракатицы для птиц) Versele Laga Prestige Sepia блистер 12см";"'92.5";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-01-18 22:13:35";"Зоокорма и товары для фермерского хозяйства";"'0.35";"'0.1";"27";"0";"0";"0";"0";"0";"752.00";"887.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE KRISTAL SHELL SAND 2KG-1";"841475855";"1393370221";"1393370221";"0";"5410340230107";"Песок для птиц и попугаев Versele Laga Prestige Kristal Shell Sand 2кг";"'92.5";"Versele-Laga";"Продается";"Показывается";;"Показывается";;"2024-01-18 22:13:38";"Зоокорма и товары для фермерского хозяйства";"'2.35";"'2.1";"12";"0";"0";"0";"0";"0";"914.00";"1079.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS HONEY 0.06KG-1";"841475856";"1393371672";"1393371672";"0";"5410340223086";"Лакомство для попугаев Хрустящие палочки с Медом Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:40";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS EXFR 0.06KG-1";"841475858";"1393371714";"1393371714";"0";"5410340223093";"Лакомство для попугаев Хрустящие палочки с Экзотическими Фруктами Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:42";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS FORFR 0.06KG-1";"841475859";"1393370212";"1393370212";"0";"5410340223109";"Лакомство для попугаев Хрустящие палочки с Лесными Ягодами и Фруктами Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:42";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ТРБТ ПТИЦ PRESTIGE STICKS SHELL 0.06KG-1";"841475863";"1393371711";"1393371711";"0";"5410340223239";"Лакомство для попугаев Хрустящие палочки с Устричной Раковиной и Скорлупой Versele Laga Prestige Sticks 1уп 2х30г";"'100";"Versele-Laga";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:43";"Зоокорма и товары для фермерского хозяйства";"'0.48";"'0.1";"0";"0";"0";"0";"0";"0";"540.00";"637.00";;;;"0%"
"'ЛИСКО San Benedetto ПЭТ ГАЗ 0.50л 01шт";"841475868";"1402256011";"1402256011";"0";;"San Benedetto вода газированная 0.5л 1шт";"'95";"SAN BENEDETTO";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'0.92";"'0.5";"0";"0";"0";"0";"0";"0";"129.00";"152.00";;;;"0%"
"'ЛИСКО San Benedetto ПЭТ НГЗ 1.50л 01шт";"841475869";"1402256006";"1402256006";"0";"8001620001899";"San Benedetto вода негазированная 1.5л 1шт";"'85";"SAN BENEDETTO";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'1.67";"'1.5";"0";"0";"0";"0";"0";"0";"300.00";"354.00";;;;"0%"
"'ЛИСКО San Benedetto ПЭТ НГЗ 0.50л 24шт";"841475870";"1402255994";"1402255994";"0";"OZN1402255994";"San Benedetto вода негазированная 0.5л 24шт";"'85";"SAN BENEDETTO";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'25.87";"'13.4";"0";"0";"0";"0";"0";"0";"2775.00";"3275.00";;;;"0%"
"'ВНД Volvic ПЭТ Негаз 0.5л 1шт";"841475871";"1393370224";"1393370224";"0";"3057640100673";"Volvic вода минеральная негазированная 0.5л 1шт";"'100";"Volvic";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'0.93";"'0.5";"0";"0";"0";"0";"0";"0";"334.00";"394.00";;;;"0%"
"'ВНД Vittel ПЭТ Негаз 0.33л 1шт";"841475872";"1393371763";"1393371763";"0";"3048431001910";"Vittel вода минеральная негазированная 0.33л 1шт";"'100";"Vittel";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'0.65";"'0.3";"0";"0";"0";"0";"0";"0";"329.00";"388.00";;;;"0%"
"'ВНД Evian ПЭТ Негаз 0.75л 6шт";"841475873";"1393371690";"1393371690";"0";;"Evian вода минеральная негазированная 0,75л 6шт";"'100";"Evian";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'8.64";"'5.4";"0";"0";"0";"0";"0";"0";"1974.00";"2329.00";;;;"0%"
"'ВНД San Pellegrino ПЭТ Газ 1л 6шт";"841475874";"1393371765";"1393371765";"0";"8002270106668";"San Pellegrino вода минеральная газированная 1л 6шт";"'100";"S.Pellegrino";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'11.52";"'6.3";"0";"0";"0";"0";"0";"0";"1733.00";"2045.00";;;;"0%"
"'ВНД Acqua Panna ПЭТ Негаз 0.5л 24шт";"841475875";"1393371681";"1393371681";"0";"08000815955269";"Acqua Panna вода минеральная негазированная 0.5л 24шт";"'100";"Acqua Panna";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'22.31";"'12.6";"0";"0";"0";"0";"0";"0";"3365.00";"3971.00";;;;"0%"
"'ВНД Evian ПЭТ Негаз 0.5л 24шт";"841475876";"1393371662";"1393371662";"0";"3068320055015";"Evian вода минеральная негазированная 0,5л 24шт";"'100";"Evian";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:44";"Продукты питания";"'22.31";"'12.6";"0";"0";"0";"0";"0";"0";"4065.00";"4797.00";;;;"0%"
"'НОЯКС FIJI 0.33x6";"841475877";"1393371761";"1393371761";"0";;"FIJI вода ФИДЖИ 6 бутылок по 0,33л";"'100";"Fiji";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:45";"Продукты питания";"'5.24";"'2.0";"0";"0";"0";"0";"0";"0";"3000.00";"4000.00";;;;"0%"
"'ВНД San Pellegrino ПЭТ Газ 0.5л 1шт";"841475878";"1393371736";"1393371736";"0";"8002270000058";"San Pellegrino вода минеральная газированная 0,5л 1шт";"'95";"S.Pellegrino";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:45";"Продукты питания";"'0.93";"'0.5";"0";"0";"0";"0";"0";"0";"300.00";"354.00";;;;"0%"
"'ЛИСКО San Benedetto СТК ГАЗ 0.25л 24шт";"841475879";"1402255982";"1402255982";"0";"8001620004265";"San Benedetto вода газированная 0.25л 24шт";"'95";"SAN BENEDETTO";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:45";"Продукты питания";"'12.00";"'7.2";"0";"0";"0";"0";"0";"0";"3733.00";"4405.00";;;;"0%"
"'ВНД Evian ПЭТ Негаз 0.33л 24шт";"841475881";"1393371818";"1393371818";"0";"3068320063010";"Evian вода минеральная негазированная 0,33л 24шт";"'100";"Evian";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-18 22:13:45";"Продукты питания";"'15.72";"'8.2";"0";"0";"0";"0";"0";"0";"3625.00";"4278.00";;;;"0%"
